UF,SP
Cidade,PANORAMA
Nome Posto,PANORAMA
Latitude,-21.35
Longitude,-51.85
Codigo,2151008
Qtd. Anos,70
Ano,Maxima
1944,74.2
1945,62.7
1946,65.7
1947,62.5
1948,59.4
1950,32.1
1951,50.4
1952,62
1953,79.4
1954,123.5
1955,51.5
1956,84
1957,52
1958,44.7
1959,69.9
1960,32.8
1961,33.2
1962,48.7
1963,136.2
1964,113.1
1965,93.5
1966,107.6
1967,56.4
1968,76.5
1969,30
1970,5
1971,106.4
1972,96.6
1973,85.5
1974,65
1975,93.3
1976,72.4
1977,83.4
1978,51.7
1979,58.3
1980,62.8
1981,73.7
1982,93.2
1983,60
1984,75
1985,61.2
1986,107.4
1987,65
1988,64.8
1989,149.2
1990,91.2
1991,61.1
1992,54
1993,68.3
1994,98.3
1995,81.8
1996,62.7
1997,80.4
1998,66.4
1999,40.2
2000,52
2001,65.3
2002,68.5
2003,128.7
2004,79
2005,172.1
2006,79
2007,68.5
2008,55.5
2009,89.6
2010,92.3
2011,75.9
2012,86.9
2013,65.4
2014,69.4
