UF,SP
Cidade,PORTO FELIZ
Nome Posto,PORTO FELIZ
Latitude,-23.2
Longitude,-47.516666666666666
Codigo,2347014
Qtd. Anos,45
Ano,Maxima
1970,65.1
1971,79.2
1972,66.5
1973,71
1974,61.6
1975,65.5
1976,83.3
1977,104.2
1978,66
1979,56.3
1980,45.3
1981,83
1982,161.6
1983,94.5
1984,66.6
1985,69.7
1986,74.6
1987,65.1
1988,57.6
1989,88.1
1990,81.1
1991,73.3
1992,50.6
1993,81.8
1994,85.2
1995,81.6
1996,60.6
1997,52.7
1998,83.5
1999,58.3
2000,57.6
2001,64
2002,91.4
2003,118.1
2004,82
2005,83.5
2006,51.2
2007,89
2008,66.5
2009,96.1
2010,79
2011,51.8
2012,60.4
2013,115.9
2014,56.3
