UF,SP
Cidade,ESPIRITO SANTO DO PINHAL
Nome Posto,USINA PINHAL (ELOY CHAVES)
Latitude,-22.283333333333335
Longitude,-46.766666666666666
Codigo,2246007
Qtd. Anos,67
Ano,Maxima
1931,66.1
1932,21.6
1936,53.8
1937,50.8
1938,91.4
1939,75.5
1940,84.2
1941,47.5
1942,58.5
1943,54.5
1944,84.2
1945,113
1946,68
1947,90.1
1948,60.4
1949,116
1950,59.5
1951,65.3
1952,59.7
1953,53.2
1954,60.5
1955,74.5
1956,82.7
1957,67.2
1958,152.8
1959,109.5
1960,82.2
1961,89.2
1962,81.9
1963,90.8
1964,67.6
1965,62.8
1966,85.7
1967,66.6
1968,66.8
1969,115
1970,112.8
1971,67.4
1972,125.5
1973,85.7
1974,56.5
1975,168.5
1976,87.9
1977,61.1
1978,66.8
1979,54.9
1980,74.6
1981,77.5
1982,85
1983,60
1984,86.9
1985,65.7
1986,77.6
1987,41.9
1988,68.4
1989,148.9
1990,60.4
1991,86
1992,62.7
1993,77.4
1994,74.2
1995,82.9
1996,104.5
1997,74.8
1998,74.2
1999,82.9
2000,133.7
