UF,SP
Cidade,CACHOEIRA PAULISTA
Nome Posto,FAZENDA SANTA CLARA (EX BOCAINA)
Latitude,-22.691944444444445
Longitude,-44.975
Codigo,2244010
Qtd. Anos,85
Ano,Maxima
1935,20.4
1936,129.4
1937,99.2
1938,64.3
1939,78.6
1940,43.8
1941,60
1942,85.2
1943,50.2
1944,85.2
1945,199.2
1946,87.8
1947,84.2
1948,85.6
1949,53.4
1950,64.6
1951,72
1952,59
1953,63.6
1954,86.2
1955,72.4
1956,73.8
1957,84
1958,108.1
1959,98
1960,34.5
1961,88.8
1962,78.8
1963,53.4
1964,52.6
1965,46.2
1966,79
1967,146.8
1968,81.2
1969,48.4
1970,70.6
1971,105.4
1972,58.8
1973,134.4
1974,79
1975,72
1976,75
1977,78.2
1978,77
1979,48
1980,58
1981,77
1982,74
1983,65.8
1984,83
1985,91
1986,54.8
1987,70
1988,69
1989,81
1990,74.8
1991,44
1992,44.2
1993,81.4
1994,70
1995,62.2
1996,49.2
1997,70.1
1998,51.3
1999,105
2000,138
2001,74.1
2002,80
2003,60
2004,82
2005,91
2006,64
2007,50.9
2008,68.4
2009,86.2
2010,68.3
2011,62.3
2012,86.2
2013,76.8
2014,56.7
2015,126.2
2016,97.7
2017,90
2018,74.9
2019,46.4
