UF,SP
Cidade,MIRANTE DO PARANAPANEMA
Nome Posto,MIRANTE DO PARANAPANEMA
Latitude,-22.3
Longitude,-51.916666666666664
Codigo,2251012
Qtd. Anos,60
Ano,Maxima
1955,69.6
1956,92.6
1957,83.5
1958,93
1959,48.2
1960,86.4
1961,119.4
1962,137.4
1963,55.3
1964,90.5
1965,47.7
1966,63.4
1967,76
1968,69.5
1969,83.8
1970,81.5
1971,81.2
1972,87.5
1973,68.4
1974,71.3
1975,78.8
1976,81.8
1977,92.3
1978,85.2
1979,58.3
1980,140.6
1981,96.3
1982,72.7
1983,78.3
1984,64.8
1985,62.9
1986,45.3
1987,160.1
1988,77.3
1989,62.3
1990,160.5
1991,91.7
1992,92.9
1993,103.3
1994,57.5
1995,76.1
1996,54.7
1997,59.9
1998,82.9
1999,73.9
2000,73.7
2001,55.3
2002,83.3
2003,73.6
2004,83.9
2005,82.4
2006,162.2
2007,82.9
2008,49.5
2009,95.4
2010,101.3
2011,138.5
2012,131.4
2013,102.5
2014,108
