UF,SP
Cidade,OURINHOS
Nome Posto,OURINHOS
Latitude,-22.983333333333334
Longitude,-49.833333333333336
Codigo,2249034
Qtd. Anos,77
Ano,Maxima
1937,103
1938,102
1940,72
1941,41
1942,120
1943,57
1944,62
1945,82
1946,90.9
1947,73
1948,90
1949,67
1950,50
1951,63
1952,87
1953,64.5
1954,88
1955,83.5
1956,84
1957,105
1958,66.4
1959,70.1
1960,129.8
1961,74.8
1962,53.2
1963,56.5
1964,70.4
1965,67.1
1966,100.1
1967,80
1968,95
1969,62.7
1970,105
1971,59
1972,96.3
1973,82.3
1974,69.8
1975,83.3
1976,91.3
1977,92.5
1978,76.5
1979,64.9
1980,67.1
1981,71.1
1982,66.2
1983,83.5
1984,60.3
1985,64.4
1986,78.3
1987,93.8
1988,91.7
1989,64.9
1990,82.5
1991,130.3
1992,86.5
1993,60
1994,96
1995,67
1996,81
1997,104.5
1998,76.7
1999,132
2000,87.5
2001,88.7
2002,129
2003,75.8
2004,114
2005,91
2006,68.5
2007,96.7
2008,82.8
2009,75.9
2010,74.9
2011,94.7
2012,211.4
2013,107
2014,147.8
