UF,SP
Cidade,TABAPUA
Nome Posto,NOVAIS
Latitude,-20.983333333333334
Longitude,-48.916666666666664
Codigo,2048035
Qtd. Anos,64
Ano,Maxima
1936,58
1937,76
1938,82.6
1939,55.2
1940,40
1941,40.7
1942,41.5
1943,40.1
1944,39.5
1945,39.3
1947,60.6
1948,60.5
1950,60.4
1951,45
1952,45.7
1953,66
1954,45
1955,60.1
1956,63.5
1957,92.1
1958,60.4
1959,98.1
1960,64
1961,60.4
1962,72.3
1963,84.1
1964,135.5
1965,86.1
1966,88.2
1967,70.3
1968,58.2
1969,88
1970,92.9
1971,92.1
1972,97.6
1973,103.3
1974,79.6
1975,90.1
1976,98.1
1977,64.1
1978,69.1
1979,65.6
1980,72.5
1981,58.7
1982,62.3
1983,96.3
1984,68.9
1985,52.3
1986,69.3
1987,62.1
1988,49.2
1989,69.6
1990,61.2
1991,68.7
1992,56.8
1993,43.4
1994,48.3
1995,71.1
1996,53.2
1997,63.7
1998,82.5
1999,30.4
2000,66.3
2001,35.3
