UF,SP
Cidade,GUAREI
Nome Posto,GUAREI
Latitude,-23.366666666666667
Longitude,-48.18333333333333
Codigo,2348014
Qtd. Anos,55
Ano,Maxima
1959,55
1960,66.4
1961,48
1962,117.2
1963,57.1
1964,90.1
1965,86.7
1966,80.5
1967,64.1
1968,91.3
1969,68.9
1970,73.3
1971,84.1
1972,112.2
1973,61.7
1974,75.8
1975,98.3
1976,73.5
1977,64.7
1978,83.9
1979,92.7
1980,46
1981,69.5
1982,97.8
1983,71
1984,66.1
1985,107.9
1986,50.6
1987,87.3
1988,102.7
1989,89.3
1990,62.7
1991,96.5
1992,52.2
1993,64.6
1994,64.4
1995,78.3
1996,68
1997,138.6
1998,69.9
1999,65.8
2000,65.7
2001,75.9
2002,91.3
2003,66.4
2004,86.5
2005,68.2
2006,70.3
2007,89.7
2008,73.9
2009,96.4
2010,84.9
2011,144.8
2013,62.7
2014,48.2
