UF,SP
Cidade,AGUAS DE LINDOIA
Nome Posto,AGUAS DE LINDOIA
Latitude,-22.466666666666665
Longitude,-46.63333333333333
Codigo,2246098
Qtd. Anos,43
Ano,Maxima
1939,38.5
1940,115
1942,40.9
1943,100.8
1944,80.9
1962,55.6
1963,133.3
1964,97.5
1965,63
1966,44.6
1968,51
1969,50.1
1970,150.2
1971,80.5
1972,74.9
1973,85
1974,64.9
1975,85
1976,66
1977,93.9
1978,88.9
1979,81.4
1980,85.1
1981,78.4
1982,92.3
1983,96.8
1984,68.6
1985,62.2
1986,77.2
1987,75.7
1988,81.5
1989,99.2
1990,97.6
1991,75.8
1992,79.6
1993,52.9
1994,77.9
1995,71.6
1996,80
1997,93
1998,105.8
1999,87.4
2000,83.8
