UF,SP
Cidade,ELIAS FAUSTO
Nome Posto,ELIAS FAUSTO
Latitude,-23.033333333333335
Longitude,-47.36666666666667
Codigo,2347004
Qtd. Anos,62
Ano,Maxima
1939,18.3
1940,43.3
1941,75
1942,130
1943,90.6
1944,42.7
1945,80.3
1946,51.3
1947,60.3
1948,53.2
1949,43
1950,49.2
1951,97.3
1952,80.3
1953,52.4
1954,30.4
1955,87.5
1956,82
1957,62.1
1958,64
1959,79
1960,99.7
1961,54.9
1962,51.5
1963,83.5
1964,90
1965,67
1966,90.2
1967,42.6
1968,48.1
1969,76
1970,99.7
1971,64.9
1972,97.6
1973,63.5
1974,43.7
1975,64.8
1976,72.5
1977,45.2
1978,94.5
1979,75.3
1980,46.3
1981,61.9
1982,67.8
1983,135
1984,80.1
1985,80.3
1986,80.7
1987,67.2
1988,81.5
1989,62.1
1990,84
1991,118.1
1992,65.4
1993,67.3
1994,117.4
1995,81.1
1996,54.1
1997,54.4
1998,82.7
1999,130
2000,51.8
