UF,SP
Cidade,IPORANGA
Nome Posto,BARRA DOS PILOES
Latitude,-24.55
Longitude,-48.43333333333333
Codigo,2448015
Qtd. Anos,46
Ano,Maxima
1969,75.6
1970,70.8
1971,80.3
1972,57.9
1973,68.7
1974,87.3
1975,95.5
1976,72.9
1977,66.7
1978,63.6
1979,38.2
1980,54
1981,93.4
1982,77.1
1983,66.7
1984,93.9
1985,95.9
1986,68.7
1987,55
1988,98.8
1989,69.1
1990,64.9
1991,88.9
1992,165.5
1993,75
1994,91.7
1995,63.3
1996,115.5
1997,104.5
1998,102.3
1999,73
2000,103.7
2001,88.3
2002,120
2003,104.1
2004,67.3
2005,75.2
2006,57.1
2007,76.3
2008,59.7
2009,83.5
2010,102.5
2011,78.9
2012,99.9
2013,67.1
2014,73
