UF,SP
Cidade,RESTINGA
Nome Posto,RESTINGA
Latitude,-20.6
Longitude,-47.483333333333334
Codigo,2047057
Qtd. Anos,56
Ano,Maxima
1939,52
1940,91.8
1941,62.9
1942,74.7
1943,76.6
1944,69.3
1945,69.3
1946,46.9
1947,34.6
1948,89
1949,70
1950,85
1951,83.9
1952,76
1953,76
1954,77
1956,90
1957,96
1972,132.9
1973,78.2
1974,44.8
1975,74.5
1976,104.3
1977,68.3
1978,93.4
1979,73
1980,102.3
1981,53.1
1991,46.3
1992,114.3
1993,113.2
1994,95.3
1995,85.9
1996,55.9
1997,135.3
1998,82
1999,88.2
2000,83.8
2001,64.3
2002,84.4
2003,70.7
2004,81.6
2005,91.7
2006,80.8
2007,113
2008,74.5
2009,67.5
2010,75
2011,70.7
2012,63.5
2013,66.1
2014,78.9
2015,89.7
2016,73.5
2017,78
2018,45.1
