UF,SP
Cidade,RIBEIRAO PRETO
Nome Posto,RIBEIRAO PRETO
Latitude,-21.216666666666665
Longitude,-47.86666666666667
Codigo,2147006
Qtd. Anos,75
Ano,Maxima
1939,56.8
1940,76.3
1941,87.5
1942,60.4
1943,84
1944,66.6
1945,138.4
1946,44
1947,101
1948,65.2
1949,102.8
1950,71
1951,89
1952,71.1
1953,63.7
1954,70.3
1955,68.4
1956,163
1957,55
1958,66
1959,92.8
1960,86.5
1961,77
1962,57.5
1963,72.8
1964,109
1965,75.5
1966,69.5
1967,98.6
1968,58
1969,74.3
1970,99.5
1971,100.3
1972,61.2
1973,56.9
1974,94.7
1975,121.7
1976,83.7
1977,60.5
1978,60
1979,154.1
1980,103.5
1981,70.8
1982,103.5
1983,75.6
1984,80.9
1985,87.7
1986,120
1987,91.7
1988,74.9
1989,148.7
1990,54.2
1991,98.9
1992,82.9
1993,120.1
1994,81.4
1995,71.9
1996,73.1
1997,79.3
1998,64.4
1999,47.9
2001,55
2002,92
2003,65
2004,188
2005,83
2006,70.4
2007,61
2008,24.5
2009,27.4
2010,75.8
2011,31.6
2012,51.1
2013,100
2014,73
