UF,SP
Cidade,IBIRA
Nome Posto,TERMAS DE IBIRA
Latitude,-21.1
Longitude,-49.18333333333333
Codigo,2149078
Qtd. Anos,47
Ano,Maxima
1972,65.8
1973,55.4
1974,72.4
1975,68.4
1976,74.9
1977,66.7
1978,94.3
1979,135.4
1980,76.1
1981,44.6
1982,88.4
1983,143.5
1984,73.6
1985,55.9
1986,103.4
1987,75.2
1988,74.8
1989,63.6
1990,61.8
1991,78.7
1992,91.3
1993,83.9
1994,86.6
1995,76.6
1996,65.9
1997,76.9
1998,83.3
1999,81.7
2000,98.6
2001,75.3
2002,106
2003,80.4
2004,125.8
2005,124.3
2006,91
2007,95.4
2008,69
2009,67
2010,75
2011,92
2012,66.5
2013,125
2014,74
2015,88.9
2016,65.9
2017,60
2018,50
