UF,SP
Cidade,CAMPINAS
Nome Posto,CAMPINAS - IA
Latitude,-22.883333333333333
Longitude,-47.083333333333336
Codigo,2247046
Qtd. Anos,74
Ano,Maxima
1941,77.5
1942,48.7
1943,66.8
1944,71.5
1945,83.1
1946,63.5
1947,77.9
1948,51.5
1949,100.4
1950,61.2
1951,97.6
1952,61.7
1953,52
1954,84
1955,122
1956,85.5
1957,99.4
1958,85
1959,83
1960,70
1961,63
1962,68.7
1963,96.5
1964,57
1965,75
1966,96.2
1967,80.5
1968,49
1969,64.5
1970,97
1971,83.2
1972,65.6
1973,55.5
1974,55.7
1975,48.1
1976,72.6
1977,67.7
1978,65.6
1979,84.4
1980,59.3
1981,82.8
1982,119.5
1983,87.3
1984,54.5
1985,66.8
1986,69
1987,108.3
1988,83
1989,71.2
1990,150
1991,81.5
1992,80.5
1993,100
1994,73.1
1995,98.6
1996,95
1997,185
1998,82.9
1999,88.7
2000,76.9
2001,152.7
2002,73.3
2003,140.3
2004,59.2
2005,149
2006,56
2007,97.6
2008,92.3
2009,68.6
2010,74
2011,92
2012,116
2013,57.3
2014,47.7
