UF,SP
Cidade,CAJATI
Nome Posto,BARRA DO AZEITE
Latitude,-24.783333333333335
Longitude,-48.18333333333333
Codigo,2448027
Qtd. Anos,40
Ano,Maxima
1960,120
1961,110.5
1962,48.3
1963,88.5
1964,75.4
1965,84.4
1966,73.1
1967,65
1968,50.8
1969,64.7
1970,87.5
1971,70.8
1972,92.3
1973,85.5
1974,81.1
1975,71.5
1976,94
1977,83.5
1978,66.3
1979,71.7
1980,64.5
1981,63.7
1982,83.9
1983,78.7
1984,68.6
1985,50
1986,79.2
1987,63.6
1988,67.7
1989,78.3
1990,72.2
1991,97.1
1992,61.4
1993,84.7
1994,101
1995,95.5
1996,107
1997,77.1
1998,89.3
1999,61.2
