UF,SP
Cidade,SAO PAULO
Nome Posto,SANTO AMARO
Latitude,-23.65
Longitude,-46.7
Codigo,2346057
Qtd. Anos,76
Ano,Maxima
1936,47.6
1937,56.1
1938,62.2
1939,56.4
1940,62.5
1941,46.9
1942,50.2
1943,76.5
1944,85.9
1945,50.9
1946,51.8
1947,69.6
1948,92.4
1949,87.2
1950,60.9
1951,48.5
1952,52.5
1953,41
1954,37.7
1955,59
1956,72.5
1957,65.2
1958,80.3
1959,96.3
1960,70.6
1961,69.4
1962,48.9
1963,80.9
1964,47.3
1965,70.5
1966,65
1967,52.1
1968,70.4
1969,56.6
1970,91.3
1971,76
1972,80.1
1973,54.8
1974,53.5
1975,71.3
1976,122.4
1977,96
1978,94
1979,44.2
1980,69
1981,55.1
1982,70.5
1983,114.2
1984,47.2
1985,63.2
1986,62.2
1987,102.5
1988,94
1989,54.6
1990,48.9
1991,103.5
1992,84
1993,63.9
1994,68.1
1995,79.5
1996,88
1997,65.6
1998,48.5
1999,69
2000,94.5
2001,101.3
2002,72
2005,132
2006,106.9
2007,60
2009,71.1
2010,60
2011,66.7
2012,133.5
2013,90.7
2014,55
