UF,SP
Cidade,MARILIA
Nome Posto,AVENCAS
Latitude,-22.266666666666666
Longitude,-50.1
Codigo,2250065
Qtd. Anos,39
Ano,Maxima
1976,64.9
1977,85.7
1978,67.4
1979,74.7
1980,79.4
1981,88.4
1982,81.4
1983,108.8
1984,94.1
1985,86.7
1986,84.4
1987,67.5
1988,73.5
1989,91
1990,75.5
1991,140.6
1992,72.4
1993,92.4
1994,102
1995,107.6
1996,43.2
1997,96.8
1998,74.6
1999,80
2000,60.3
2001,114.2
2002,71.8
2003,68
2004,70.9
2005,79
2006,74.2
2007,71.8
2008,59.2
2009,84.6
2010,84.5
2011,75.4
2012,87.4
2013,76.6
2014,90.5
