UF,SP
Cidade,CRAVINHOS
Nome Posto,CRAVINHOS
Latitude,-21.366666666666667
Longitude,-47.71666666666667
Codigo,2147014
Qtd. Anos,78
Ano,Maxima
1936,99.9
1937,125.7
1938,45.5
1940,91.3
1941,96.8
1942,96.8
1943,100.3
1944,60.8
1945,0.8
1946,49.1
1947,62
1948,60
1949,94.8
1950,70
1951,73.8
1952,126.3
1953,60.8
1954,70.7
1955,90.8
1956,100.7
1957,74.2
1958,70.1
1959,100.1
1960,126.9
1961,210.6
1962,55.1
1963,75
1964,69
1965,106.5
1966,83.2
1967,70.8
1968,67
1969,83
1970,71.9
1971,99.5
1972,70.3
1973,92.5
1974,102.2
1975,113.3
1976,88.3
1977,84.7
1978,103.4
1979,61
1980,84.1
1981,122.3
1982,81.1
1983,70.6
1984,73.7
1985,70.4
1986,110.1
1987,65.5
1988,94.3
1989,58.3
1990,99.4
1991,54.4
1992,58.5
1993,48.9
1994,70.2
1995,72
1996,90.5
1997,59.5
1998,85.1
1999,94.7
2000,67.6
2001,78.9
2002,177
2003,85.5
2004,78.6
2005,61.7
2006,102.7
2007,76
2008,79
2009,81.3
2010,65
2011,113.6
2012,55.2
2013,90.2
2014,59.1
