UF,SP
Cidade,VARGEM
Nome Posto,VARGEM (US. FLORES - CPFL)
Latitude,-22.9
Longitude,-46.416666666666664
Codigo,2246035
Qtd. Anos,77
Ano,Maxima
1937,52.3
1938,63.2
1940,186.1
1941,50.7
1942,40
1943,45.8
1944,44.6
1945,55.8
1946,64.9
1947,82.2
1948,32.4
1949,66.3
1950,47.8
1951,54.6
1952,80.5
1953,41
1954,69.5
1955,80.9
1956,48.8
1957,52.4
1958,98.2
1959,50.7
1960,49.8
1961,46.4
1962,58.4
1963,99
1964,62.2
1965,49
1966,91.2
1967,80.3
1968,46
1969,67
1970,45.7
1971,51.1
1972,76.6
1973,54
1974,51
1975,92.1
1976,66.5
1977,60.1
1978,59.4
1979,63.2
1980,105.2
1981,135.8
1982,49.8
1983,81.2
1984,74.9
1985,104.4
1986,72.7
1987,70
1988,66.4
1989,55
1990,66.3
1991,110
1992,46.6
1993,58.4
1994,90.8
1995,88.5
1996,75.8
1997,66.2
1998,41.3
1999,107.1
2000,94.3
2001,95
2002,46.2
2003,52.4
2004,77
2005,169.3
2006,68.2
2007,82
2008,104
2009,65
2010,60
2011,71.9
2012,68
2013,93.3
2014,60
