UF,SP
Cidade,TEODORO SAMPAIO
Nome Posto,PONTAL
Latitude,-22.616666666666667
Longitude,-52.166666666666664
Codigo,2252038
Qtd. Anos,39
Ano,Maxima
1976,69
1977,136.8
1978,127.8
1979,80.7
1980,86
1981,73.4
1982,136.5
1983,90.9
1984,121.8
1985,78.4
1986,63.2
1987,71.4
1988,48.1
1989,68.9
1990,74.4
1991,81.6
1992,62.8
1993,53
1994,89.5
1995,100.8
1996,94.1
1997,95.4
1998,70
1999,83.6
2000,78.1
2001,59.7
2002,67.8
2003,68.6
2004,100
2005,80
2006,133.5
2007,87.8
2008,60.3
2009,70.8
2010,137.7
2011,109
2012,99.5
2013,74.8
2014,90.1
