UF,SP
Cidade,ITUVERAVA
Nome Posto,CANINDE
Latitude,-20.178611111111113
Longitude,-47.88666666666666
Codigo,2047007
Qtd. Anos,52
Ano,Maxima
1967,68.6
1968,39.4
1969,57.4
1970,79.2
1971,104
1972,62
1973,49
1974,76
1975,63.2
1976,88
1977,58.8
1978,21.3
1979,28.3
1980,70
1981,91.5
1982,60.1
1983,115.3
1984,76.2
1985,86.5
1986,110.5
1987,94.1
1988,129.7
1989,158.5
1990,83.1
1991,115.7
1992,112.7
1993,94.1
1994,55.4
1995,99.9
1996,54.5
1997,189.5
1998,108.2
1999,71
2000,131
2002,73.8
2003,67.8
2004,68.3
2005,100
2006,75.5
2007,71.1
2008,77.1
2009,98.2
2010,203.3
2011,84.5
2012,56.8
2013,73
2014,65.1
2015,58.3
2016,115
2017,94.4
2018,92.7
2019,132.5
