UF,SP
Cidade,AMPARO
Nome Posto,AMPARO
Latitude,-22.71
Longitude,-46.77472222222222
Codigo,2246023
Qtd. Anos,81
Ano,Maxima
1939,53.2
1940,79
1941,59
1942,76.8
1943,59.4
1944,45.4
1945,91.4
1946,55.8
1947,83.5
1948,57
1949,66.8
1950,68.2
1951,70.7
1952,60.5
1953,70.1
1954,84.2
1955,76
1956,52.2
1957,66.4
1958,70.4
1959,81.8
1960,84
1961,68
1962,78.2
1963,111.4
1964,63.8
1965,70.5
1966,75.8
1967,63.9
1968,46.7
1969,67.6
1970,88.8
1971,44.6
1972,57.6
1973,96.4
1974,72.6
1975,76.2
1976,82.2
1977,70.6
1978,61.6
1979,59.2
1980,55
1981,95.3
1982,90.5
1983,73.7
1984,63.2
1985,48.3
1986,69.6
1987,72.9
1988,52.3
1989,777.7
1990,112.3
1991,60.2
1992,27.3
1993,21.6
1994,51.5
1995,38.1
1996,23.5
1997,8.6
1998,50.3
1999,108
2000,75.3
2001,126.5
2002,59.4
2003,96.1
2004,63.4
2005,127.2
2006,102
2007,87.9
2008,77.3
2009,92.1
2010,80
2011,135
2012,62.3
2013,63.2
2014,36.3
2015,64
2016,54
2017,57
2018,40.7
2019,150.5
