UF,SP
Cidade,TERRA ROXA
Nome Posto,TERRA ROXA
Latitude,-20.790555555555557
Longitude,-48.32916666666667
Codigo,2048020
Qtd. Anos,80
Ano,Maxima
1940,19.2
1941,43
1942,86
1943,78.5
1944,66.9
1945,64
1946,89.9
1947,108
1948,70.7
1949,72.5
1950,83.8
1951,59.7
1952,151.5
1953,78.4
1954,82.3
1955,96
1956,70.3
1957,71.5
1958,73.5
1959,115.8
1960,109.5
1961,71.1
1962,84.8
1963,51.2
1964,50
1965,71.2
1966,98.7
1967,68
1968,134.2
1969,87.4
1970,60
1971,133.3
1972,85.2
1973,90.8
1974,82.4
1975,77.1
1976,102
1977,71.1
1978,102.2
1979,107
1980,91.6
1981,72
1982,62.9
1983,76.1
1984,86.2
1985,75.3
1986,85.1
1987,50.6
1988,82.3
1989,82.1
1990,80.8
1991,86.5
1992,80.2
1993,95.6
1994,96.2
1995,108.2
1996,65.2
1997,65.3
1998,75.2
1999,102.1
2000,84.3
2001,118.3
2002,85.3
2003,95.5
2004,78.2
2005,94.3
2006,68.2
2007,117.5
2008,70.5
2009,72.3
2010,95.3
2011,72
2012,98.1
2013,78.9
2014,70.1
2015,60.1
2016,106.5
2017,112.7
2018,103.1
2019,94
