UF,SP
Cidade,VALPARAISO
Nome Posto,VALPARAISO / ADAMANTINA
Latitude,-21.433333333333334
Longitude,-51.016666666666666
Codigo,2151049
Qtd. Anos,48
Ano,Maxima
1971,90.9
1972,146.1
1973,102.8
1974,89.7
1975,74.5
1976,86.7
1977,112.2
1978,75.3
1979,51.2
1980,47
1981,66.4
1982,79.7
1983,57.5
1984,84.5
1985,68.3
1986,52.5
1987,91.3
1988,76.6
1989,81.3
1990,64.5
1991,84
1992,74.1
1993,117.1
1994,53.4
1995,44.2
1996,64.5
1997,89.5
1998,137.1
1999,110.9
2000,90.5
2001,99.7
2002,68.1
2003,150
2004,60
2005,71.7
2006,72
2007,115.5
2008,39.5
2009,133.1
2010,87
2011,111.5
2012,114.1
2013,221.2
2014,76.1
2015,75
2016,64.4
2017,139.7
2018,54.2
