UF,SP
Cidade,PRESIDENTE EPITACIO
Nome Posto,PRESIDENTE EPITACIO
Latitude,-21.783333333333335
Longitude,-52.13333333333333
Codigo,2152002
Qtd. Anos,41
Ano,Maxima
1936,32
1939,43.5
1940,41
1941,74.2
1942,87.7
1946,94.5
1947,127.2
1948,43.4
1949,54.1
1950,67.4
1970,62.3
1971,82
1972,185
1973,90.4
1974,82.8
1975,75
1976,99
1977,66
1978,74.2
1979,72.3
1980,90.3
1981,100.5
1982,60.3
1983,78.4
1984,62.1
1985,53.1
1986,54.8
1987,95.5
1988,58.7
1989,83.5
1990,82.4
1991,93.8
1992,48.3
1993,75.3
1994,79.9
1995,87
1996,80.3
1997,59.5
1998,59.5
1999,67.2
2000,35.2
