UF,SP
Cidade,PIQUEROBI
Nome Posto,PIQUEROBI
Latitude,-21.883333333333333
Longitude,-51.733333333333334
Codigo,2151019
Qtd. Anos,72
Ano,Maxima
1936,39.3
1937,50.9
1938,80.2
1939,19.3
1940,39.5
1941,79.9
1942,50.5
1943,45.3
1944,73.2
1945,64.3
1946,94.9
1947,84.2
1948,62.9
1949,69.5
1950,55.8
1951,87.7
1952,92.4
1953,0.7
1954,1.5
1955,23.2
1956,85
1957,56.1
1965,35
1966,50.2
1967,78.4
1968,51.8
1969,98.8
1970,210.6
1971,74.9
1972,89.5
1973,97.8
1974,62.9
1975,101.8
1976,69
1977,102.4
1978,62.5
1979,51.2
1980,189.1
1981,102.5
1982,59.5
1983,49.9
1984,78.3
1985,57.9
1986,79.2
1987,96.8
1988,101.5
1989,98.5
1990,97.5
1991,83.6
1992,89.5
1993,87.1
1994,49
1995,55.8
1996,61.6
1997,73.1
1998,97.6
1999,71.7
2000,59.8
2001,58.1
2002,96
2003,192
2004,60
2005,79.6
2006,98
2007,65.3
2008,58
2009,102
2010,102.1
2011,100.2
2012,95.1
2013,212
2014,52.5
