UF,SP
Cidade,PIEDADE
Nome Posto,PIEDADE
Latitude,-23.733333333333334
Longitude,-47.416666666666664
Codigo,2347047
Qtd. Anos,59
Ano,Maxima
1954,40.2
1955,80.1
1956,80.8
1957,80.6
1958,60.5
1959,80
1960,20.5
1961,50.9
1962,50.8
1963,100.2
1964,60.3
1965,40.5
1966,60.5
1967,270
1968,443
1969,64
1970,68.3
1971,50.6
1972,99.8
1973,63
1974,136.5
1975,70.4
1976,60.8
1977,130.5
1978,150.5
1979,100.3
1980,58
1981,86.3
1982,95.7
1983,73.3
1984,58.2
1985,76.8
1986,81.5
1987,70.4
1988,140.5
1989,61
1990,58.9
1991,62.4
1992,60.7
1993,81.4
1994,58.1
1995,64.9
1996,60.7
1997,59.4
1998,80.3
1999,52.9
2000,63.3
2001,135.5
2002,70.3
2003,72.8
2004,120
2005,130.8
2006,67.9
2007,64.1
2008,70.4
2009,83.9
2010,63.7
2011,65.4
2012,56
