UF,SP
Cidade,PEDREGULHO
Nome Posto,PEDREGULHO
Latitude,-20.25
Longitude,-47.483333333333334
Codigo,2047010
Qtd. Anos,58
Ano,Maxima
1943,57.5
1944,57.2
1945,81
1946,38.7
1947,40
1948,53.9
1949,70
1950,70
1951,75
1952,60
1953,70.1
1954,70.4
1955,67.7
1956,56.5
1957,69.2
1958,94.4
1959,90.5
1960,91.1
1961,70.3
1962,87
1963,40.6
1964,110.6
1965,76.3
1966,78.5
1967,123.6
1968,47.5
1969,120.1
1970,73.7
1971,105.8
1972,66.3
1973,116.9
1974,72.1
1975,66.2
1976,58.8
1977,54
1978,63.1
1979,57.4
1980,150
1981,80.8
1982,81.1
1983,100.4
1984,63.1
1985,100.4
1986,67.4
1987,86.4
1988,63.4
1989,128.8
1990,82
1991,180
1992,73.9
1993,81.7
1994,100
1995,113.1
1996,72.7
1997,112.4
1998,87.3
1999,58.9
2000,123.3
