UF,SP
Cidade,AMPARO
Nome Posto,FAZENDA CHAPADAO
Latitude,-22.616666666666667
Longitude,-46.85
Codigo,2246020
Qtd. Anos,79
Ano,Maxima
1940,60.2
1941,65
1942,70.4
1943,61.4
1944,52.3
1945,60.9
1946,60.2
1947,75.4
1948,50.5
1949,79.2
1950,67.6
1951,62.3
1952,81.4
1953,72
1954,80.2
1955,83.7
1956,47
1957,74.7
1958,66.5
1959,80
1960,70
1961,53
1962,63
1963,94.2
1964,59.5
1965,63
1966,70.5
1967,61.5
1968,50.4
1969,77
1970,116.1
1971,57.2
1972,64.9
1973,69.4
1974,49.6
1975,56.8
1976,61.5
1977,55.5
1978,59.5
1979,42.6
1980,54
1981,67.4
1982,87.4
1983,103.3
1984,60.8
1985,57.6
1986,92.4
1987,67.6
1988,57.5
1989,124
1990,64.4
1991,60.5
1992,86.4
1993,60.9
1994,126.4
1995,78.1
1996,81.5
1997,70.8
1998,67.5
1999,116.3
2000,70
2001,90
2002,86
2003,80.2
2004,70
2005,75.6
2006,71.4
2007,62.2
2008,28.7
2009,134.2
2010,98.6
2011,57.6
2012,110
2013,50.1
2014,41
2015,76.9
2016,58.1
2017,58.3
2018,77.1
