UF,SP
Cidade,SAO PAULO
Nome Posto,OBSERVATORIO DO IAG
Latitude,-23.65
Longitude,-46.63333333333333
Codigo,2346059
Qtd. Anos,82
Ano,Maxima
1933,45.6
1934,53
1935,60.1
1936,55.9
1937,73.1
1938,83
1939,51.2
1940,74.2
1941,59.3
1942,57.2
1943,65
1944,65.8
1945,71.9
1946,48.2
1947,70.5
1948,80.2
1949,73.9
1950,50.5
1951,54.4
1952,71.7
1953,82.3
1954,48.7
1955,92.6
1956,74.8
1957,62.9
1958,75.5
1959,80.7
1960,68
1961,73.5
1962,61.5
1963,54.6
1964,54.7
1965,71.7
1966,150.3
1967,97.9
1968,100
1969,90.6
1970,80.3
1971,129.6
1972,79.1
1973,59.6
1974,68
1975,55.8
1976,104
1977,91.8
1978,70.4
1979,51.3
1980,82.6
1981,65.6
1982,98
1983,119.2
1984,50.9
1985,96.3
1986,69
1987,93.6
1988,99.3
1989,68.3
1990,56
1991,98
1992,73.1
1993,47.3
1994,52.5
1995,60.6
1996,69.9
1997,45.8
1998,63.8
1999,82.6
2000,117.1
2001,108.7
2002,71.9
2003,52.3
2004,102.2
2005,136.3
2006,82.2
2007,90.6
2008,112.9
2009,139.4
2010,97.2
2011,109.5
2012,78.8
2013,52.1
2014,91.1
