UF,SP
Cidade,BARRA DO TURVO
Nome Posto,CORREGO COMPRIDO
Latitude,-24.75
Longitude,-48.48305555555556
Codigo,2448036
Qtd. Anos,43
Ano,Maxima
1974,57.8
1975,74.3
1976,70.4
1977,97
1978,79
1979,67
1980,60
1981,72.6
1982,67.8
1983,74.8
1984,56.7
1985,46.1
1986,98
1987,210
1988,58.9
1989,56.8
1990,68.1
1991,46
1992,60
1993,40
1994,35
1995,75.8
1996,45.6
1997,65
1998,60
1999,61.2
2000,60
2001,60
2002,60
2003,100
2004,74.5
2005,86
2006,68.6
2007,103.8
2008,86
2009,79
2010,100
2011,52.1
2012,42
2013,39
2014,51.6
2015,47
2017,32.1
