UF,SP
Cidade,MARABA PAULISTA
Nome Posto,MARABA PAULISTA
Latitude,-22.1
Longitude,-51.96666666666667
Codigo,2251002
Qtd. Anos,45
Ano,Maxima
1970,64.7
1971,81.2
1972,80.1
1973,55.3
1974,66
1975,98.1
1976,64.1
1977,102.1
1978,43
1979,55.3
1980,61.7
1981,88
1982,91.4
1983,53
1984,66.9
1985,93.2
1986,54.7
1987,87.3
1988,131.5
1989,73.4
1990,84.9
1991,87.1
1992,64.4
1993,121.9
1994,53.7
1995,74.8
1996,79
1997,102.1
1998,59.5
1999,64.2
2000,74.3
2001,98.3
2002,99.5
2003,83.6
2004,63.9
2005,70.4
2006,70.9
2007,64
2008,66.5
2009,95.5
2010,94.8
2011,74.9
2012,70.3
2013,79.6
2014,54.1
