UF,SP
Cidade,ITAPUI
Nome Posto,BARRA MANSA
Latitude,-22.316666666666666
Longitude,-48.71666666666667
Codigo,2248014
Qtd. Anos,63
Ano,Maxima
1937,42.3
1938,135.7
1939,67.2
1940,100.8
1941,80.4
1942,72.5
1943,46.4
1944,88.7
1945,70.5
1946,68.3
1947,53.2
1948,53.2
1949,79.8
1950,57.2
1951,49.5
1952,47.8
1953,80.2
1954,60.3
1955,68.3
1956,68.8
1957,121.2
1958,85.6
1959,83
1960,101.7
1961,74.7
1962,127.2
1963,68.3
1964,87.6
1965,95
1966,70.2
1967,45.7
1968,49.5
1969,56.6
1970,79.3
1971,72.3
1972,62.4
1973,59
1974,123.2
1975,124.2
1976,74.1
1977,109.2
1978,65
1979,75.7
1980,108
1981,78.3
1982,68.3
1983,59.3
1984,58.4
1985,61.7
1986,64.1
1987,93.3
1988,66.5
1989,51.7
1990,85.8
1991,85.2
1992,69.2
1993,73.8
1994,84.8
1995,73.4
1996,67.9
1997,57.7
1998,40.8
1999,37.1
