UF,SP
Cidade,JUQUIA
Nome Posto,BARRA DO ACUNGUI
Latitude,-24.20638888888889
Longitude,-47.61333333333334
Codigo,2447042
Qtd. Anos,70
Ano,Maxima
1951,33.4
1952,42.5
1953,110
1954,48.9
1955,57.2
1956,91.7
1957,86.6
1958,110.2
1959,159.2
1960,82
1961,64.2
1962,117.6
1963,109
1964,53
1965,82.6
1966,130.2
1967,58.3
1968,89.8
1969,77.5
1970,47.4
1971,33
1972,79
1973,94
1974,24
1975,21.6
1976,48.2
1977,54.1
1978,116
1979,49
1980,101.2
1981,102.2
1982,141.3
1983,101.2
1984,114.8
1985,74.1
1986,116.8
1987,91.2
1988,60.8
1989,38.2
1990,98.7
1991,44.5
1992,51.1
1993,42.5
1994,57.7
1995,72
1996,95.1
1997,70.5
1998,140.2
1999,82.6
2000,91.7
2001,62.5
2002,60
2003,54.3
2004,172.8
2005,98.1
2006,100
2007,65.1
2008,54.7
2009,57.5
2010,91
2011,68
2012,92
2013,87.1
2014,477
2015,78.7
2016,65.7
2017,54.2
2018,88.6
2019,84.4
2020,66.2
