UF,SP
Cidade,OLEO
Nome Posto,FAZENDA NOVA NIAGARA
Latitude,-22.95
Longitude,-49.38333333333333
Codigo,2249086
Qtd. Anos,70
Ano,Maxima
1944,62
1945,96
1946,76
1947,89
1948,96
1949,61
1950,106.3
1951,36
1952,100.4
1953,39.5
1954,81
1955,104
1956,58
1957,100
1958,49.5
1959,50.5
1960,85.6
1961,85.5
1962,133.5
1963,96.5
1964,75.3
1965,59.5
1966,87
1967,50
1969,58
1970,55.2
1971,46
1972,95.2
1973,93.5
1974,51
1975,64.9
1976,100.6
1977,91.9
1978,80.9
1979,59.4
1980,71.9
1981,76.3
1982,60.8
1983,50.7
1984,58.7
1985,118.6
1986,66.8
1987,107.2
1988,61.7
1989,120.5
1990,84.7
1991,115.3
1992,78.6
1993,100.3
1994,75.3
1995,80
1996,95.5
1997,125.2
1998,70.2
1999,68
2000,104.2
2001,81.4
2002,114.5
2003,70.2
2004,91.2
2005,91
2006,94.7
2007,60.8
2008,162.7
2009,116.5
2010,80.5
2011,80.5
2012,57.4
2013,98.5
2014,73.3
