UF,SP
Cidade,CASTILHO
Nome Posto,CASTILHO
Latitude,-20.866666666666667
Longitude,-51.483333333333334
Codigo,2051018
Qtd. Anos,58
Ano,Maxima
1956,86
1957,89
1958,106.5
1959,82.5
1960,99.4
1961,59
1962,90.4
1963,50.7
1964,68.5
1965,99
1966,93
1967,81
1968,67.5
1969,57.5
1970,130.1
1971,68.2
1972,136.3
1973,105
1974,92.4
1975,77.8
1976,90.4
1977,66.6
1978,111.3
1979,120.7
1980,81.3
1981,74.9
1982,49.5
1983,114.3
1984,78.6
1985,52.5
1986,104
1987,67.4
1988,92
1989,99.8
1990,130
1991,85.5
1992,110.5
1993,108.9
1994,82.9
1995,72.6
1996,56.3
1997,86.1
1998,71.3
1999,94
2000,120
2001,76.7
2002,55
2003,51.6
2004,106.4
2005,78.2
2006,100.8
2007,66.8
2008,107.5
2009,56.6
2010,164.4
2012,103
2013,65.3
2014,66
