UF,SP
Cidade,CUBATAO
Nome Posto,CUBATAO
Latitude,-23.883333333333333
Longitude,-46.416666666666664
Codigo,2346082
Qtd. Anos,50
Ano,Maxima
1944,96.3
1945,129.6
1946,134
1947,150
1948,41.2
1955,90.2
1956,197.4
1957,100.3
1958,180.4
1959,98.8
1960,185.3
1961,129.3
1962,120.8
1963,101.5
1964,63.3
1965,100.5
1966,193.5
1967,148.1
1968,114.4
1969,89.4
1970,145.4
1971,186.5
1972,97.6
1973,218.3
1974,122.1
1975,156.7
1976,267.6
1977,115.1
1978,184.5
1979,130.3
1980,148.1
1981,126.3
1982,116.8
1983,219.1
1984,92.4
1985,136.2
1986,144.2
1987,100.5
1988,160.4
1989,125.1
1990,207.2
1991,116.1
1992,340.1
1993,145.2
1994,252.7
1995,82.2
1996,175.6
1997,75.6
1998,164.1
1999,216.9
