UF,SP
Cidade,ANHEMBI
Nome Posto,ANHEMBI
Latitude,-22.783333333333335
Longitude,-48.13333333333333
Codigo,2248028
Qtd. Anos,75
Ano,Maxima
1937,51
1938,26.5
1939,75
1940,100
1941,60
1942,56.4
1943,88.1
1944,45.3
1945,97.6
1946,48.7
1947,59
1948,26.2
1952,0.5
1953,50.2
1954,47.3
1955,53.1
1956,53.1
1957,53.1
1958,55
1959,47
1960,54.2
1961,44.8
1962,49.6
1963,49.1
1964,47.6
1965,66.8
1966,87.3
1967,70.3
1968,51.2
1969,69.3
1970,86.1
1971,68.4
1972,78.6
1973,70.2
1974,55.5
1975,64.8
1976,62
1977,66.7
1978,65
1979,44.5
1980,60.7
1981,78.8
1982,132.3
1983,82.6
1984,102.8
1985,78.2
1986,50.4
1987,76.4
1988,79.3
1989,66
1990,57.3
1991,88
1992,51
1993,70
1994,71.1
1995,273.1
1996,95.1
1997,59.8
1998,93
1999,130
2000,63.1
2001,106.8
2002,79
2003,66.2
2004,63.2
2005,67.4
2006,84.8
2007,75.1
2008,76.4
2009,63.3
2010,63
2011,59.9
2012,68.6
2013,49.4
2014,71.1
