UF,SP
Cidade,BORBOREMA
Nome Posto,FAZENDA LARANJAL
Latitude,-21.7
Longitude,-48.999722222222225
Codigo,2148036
Qtd. Anos,71
Ano,Maxima
1943,57.1
1944,62.1
1945,81.5
1946,98.1
1947,57.1
1948,62.1
1949,68.6
1950,87.2
1951,66.1
1952,115.4
1953,55.6
1954,65
1955,69
1956,92
1957,65
1958,70.3
1959,76
1960,84
1961,65.3
1962,81.5
1963,90.3
1964,105.5
1965,72
1966,101.3
1967,64.5
1968,90
1969,41.5
1970,80
1971,63.5
1972,85.2
1973,56.7
1974,90.6
1975,79.1
1976,60
1977,72.3
1978,76.3
1979,64
1980,75.3
1981,91.3
1982,97.1
1983,127.9
1984,77.5
1985,71.4
1986,88
1987,128.9
1988,204.1
1989,119
1990,92.1
1991,69.8
1992,69
1993,139.6
1994,84.2
1995,80.8
1996,123.1
1997,72.6
1998,60.7
1999,67.8
2000,69.8
2001,83
2002,73
2003,98
2004,19
2005,66
2006,66.4
2007,57.8
2009,123.2
2010,77.6
2011,81.4
2012,88.4
2013,84
2014,61.5
