UF,SP
Cidade,RANCHARIA
Nome Posto,FAZENDA BARRA MANSA
Latitude,-22.116666666666667
Longitude,-50.833333333333336
Codigo,2250064
Qtd. Anos,41
Ano,Maxima
1974,45.6
1975,85
1976,79
1977,79.7
1978,75
1979,45.8
1980,109.7
1981,84.9
1982,94.8
1983,66.8
1984,99.5
1985,101.6
1986,74
1987,81.9
1988,57.5
1989,107.4
1990,55.6
1991,90.7
1992,55.3
1993,131.2
1994,71
1995,53.9
1996,75.1
1997,93.9
1998,50.9
1999,96
2000,77.1
2001,66.3
2002,80
2003,57
2004,60
2005,73.8
2006,68.4
2007,82.4
2008,77.1
2009,84.6
2010,81.1
2011,80.1
2012,75
2013,76
2014,63.8
