UF,SP
Cidade,MOGI-MIRIM
Nome Posto,MOGI-MIRIM
Latitude,-22.433333333333334
Longitude,-46.96666666666667
Codigo,2246104
Qtd. Anos,79
Ano,Maxima
1936,10.4
1937,34.3
1938,23.7
1939,50
1940,30.8
1941,50.3
1942,25.8
1943,63.7
1944,61.9
1945,99.4
1946,68.7
1947,63.9
1948,70.8
1949,100.8
1950,45.8
1951,0.5
1952,61.7
1953,103.2
1954,50
1955,128
1956,53.5
1957,91.2
1958,65.8
1959,75.2
1960,78.5
1961,31.3
1962,62
1963,66
1964,43.3
1965,100
1966,83
1967,48
1968,58.5
1969,65
1970,107.8
1971,44.3
1972,66.7
1973,55.2
1974,53.6
1975,110
1976,100.9
1977,79.4
1978,59.5
1979,62
1980,91.3
1981,54
1982,121.1
1983,102.6
1984,62.1
1985,89.7
1986,99.6
1987,78.6
1988,168.3
1989,152.6
1990,57.5
1991,115.4
1992,92.4
1993,85.4
1994,120.9
1995,87.1
1996,71.8
1997,64.4
1998,59.3
1999,114.1
2000,69.8
2001,69.2
2002,54.7
2003,78.6
2004,75.3
2005,90
2006,68.3
2007,69.6
2008,94.3
2009,64.6
2010,73.1
2011,114
2012,71.7
2013,98.2
2014,73.9
