UF,SP
Cidade,OLIMPIA
Nome Posto,OLIMPIA
Latitude,-20.733333333333334
Longitude,-48.9
Codigo,2048047
Qtd. Anos,81
Ano,Maxima
1938,79.3
1939,78.5
1940,76.6
1941,80
1942,113
1943,173
1944,65
1945,86.3
1946,110.5
1947,98.8
1948,67.7
1949,54
1950,71
1951,88.6
1952,215
1953,50.5
1954,57.1
1955,75
1956,77.3
1957,69.1
1958,133.7
1959,63.2
1960,120.8
1961,120.7
1962,163.7
1963,56.1
1964,61.5
1965,61.3
1966,75.9
1967,55
1968,77.2
1969,118.2
1970,65.5
1971,66.7
1972,72
1973,71.3
1974,74.7
1975,61.6
1976,68.2
1977,82.8
1978,108.1
1979,143.3
1980,139
1981,58.1
1982,74.1
1983,96.8
1984,109.8
1985,88.9
1986,45.8
1987,99.7
1988,58.4
1989,124.5
1990,83.9
1991,85.7
1992,69.3
1993,61
1994,79.6
1995,73.1
1996,75.3
1997,89.2
1998,56.8
1999,70.4
2000,153.4
2001,79.3
2002,100.1
2003,52.4
2004,75.6
2005,97
2006,61.8
2007,70
2008,85.5
2009,76.5
2010,75
2011,52
2012,65.1
2013,137.2
2014,40.6
2015,46.2
2016,76.7
2017,53.4
2018,44.7
