UF,SP
Cidade,CUNHA
Nome Posto,FAZENDA DO CUME
Latitude,-23.083333333333332
Longitude,-44.9
Codigo,2344001
Qtd. Anos,53
Ano,Maxima
1939,29.3
1940,35.6
1941,32.3
1942,21.4
1943,21.4
1958,88.4
1959,57.5
1960,61.4
1961,84.1
1962,53.2
1963,74.2
1964,52.5
1965,76.5
1966,63.6
1967,59.6
1968,67.9
1969,88.9
1970,93.8
1971,187.2
1972,61.2
1973,76.4
1974,68.3
1975,63.1
1976,75.7
1977,80.6
1978,133.6
1979,35.8
1980,90.1
1981,76.1
1982,92.1
1983,65.6
1984,43
1985,62.4
1986,69.6
1987,85.8
1988,91.3
1989,36.6
1990,56.2
1991,57.8
1992,78.9
1993,68.7
1994,73.5
1995,79.9
1996,59.1
1997,51.6
1998,59.6
1999,64.6
2000,59.5
2001,68.5
2002,131.8
2003,47.9
2005,55.2
2006,73.4
