UF,SP
Cidade,ITAI
Nome Posto,ITAI
Latitude,-23.416666666666668
Longitude,-49.1
Codigo,2349015
Qtd. Anos,56
Ano,Maxima
1943,56.2
1944,86
1945,86
1946,69.6
1947,89.2
1948,67.4
1949,81.3
1950,76.1
1951,113.7
1952,42.4
1954,40
1955,63.5
1956,110.5
1957,83
1958,70
1959,117.3
1960,63.5
1961,44.2
1962,70.2
1963,75.4
1964,58.4
1965,58.5
1966,70.9
1967,66.8
1968,45.3
1969,48.7
1970,74.2
1971,86.9
1972,68.4
1973,82.1
1974,85.3
1975,67.4
1976,93.9
1977,63.2
1978,128.5
1979,60.6
1980,53.8
1981,98.7
1982,68.6
1983,86.7
1984,52.4
1985,46.4
1986,52.5
1987,89.6
1988,56.3
1989,86.2
1990,92.8
1991,81.7
1992,120.8
1993,58.7
1994,64.3
1995,65.6
1996,85.2
1997,85.6
1998,38.5
1999,38.7
