UF,SP
Cidade,CAMPINAS
Nome Posto,BARAO GERALDO
Latitude,-22.833333333333332
Longitude,-47.06666666666667
Codigo,2247042
Qtd. Anos,61
Ano,Maxima
1958,81.1
1959,68.4
1960,58
1961,58
1962,61.6
1963,91.4
1964,67
1965,73
1966,72.4
1967,57.7
1968,64
1969,72
1970,113
1971,46.6
1972,90.2
1973,87
1974,49
1975,63.3
1976,75
1977,73.8
1978,68.3
1979,62.2
1980,59.5
1981,66.8
1982,102.6
1983,80.9
1984,65.8
1985,54.7
1986,67.3
1987,145.4
1988,86.9
1989,68.9
1990,164.1
1991,84
1992,69.8
1993,58
1994,88.5
1995,75
1996,95.5
1997,135
1998,84.2
1999,109.6
2000,85.6
2001,130.5
2002,74.3
2003,121.1
2004,66.7
2005,153.4
2006,73
2007,59.2
2008,70.3
2009,95
2010,93.7
2011,112
2012,88.1
2013,43.4
2014,97
2015,92.4
2016,91.7
2017,67.3
2018,53.2
