UF,SP
Cidade,ONDA VERDE
Nome Posto,ONDA VERDE
Latitude,-20.616666666666667
Longitude,-49.3
Codigo,2049013
Qtd. Anos,71
Ano,Maxima
1943,60.5
1944,77.6
1945,76
1946,66.4
1947,116.5
1948,67
1949,100.3
1950,117
1951,98.7
1952,67
1953,75.1
1954,70.1
1955,83.5
1956,61.8
1957,74.7
1958,63.2
1959,55.4
1960,60.5
1961,63.5
1962,80.1
1963,45.7
1964,65
1965,91.5
1966,125.5
1967,76.8
1968,76.2
1969,61.2
1970,79.9
1971,79.9
1972,65
1973,63.2
1974,122.4
1975,141.3
1976,78.7
1977,64.6
1978,101.3
1979,163.9
1980,100.6
1981,111.4
1982,92.7
1983,82.9
1984,96.4
1985,60.7
1986,82.1
1987,69.4
1988,62.6
1989,131.2
1990,67.6
1991,73.9
1992,58.5
1993,88.8
1994,81.9
1995,75.1
1996,61.3
1997,97
1998,70.9
1999,83.4
2000,100.5
2001,53.4
2002,81.6
2003,55.8
2005,93.9
2006,72.2
2007,90
2008,71.3
2009,161.3
2010,65.5
2011,102
2012,70.1
2013,70
2014,75.2
