UF,SP
Cidade,CAFELANDIA
Nome Posto,CAFELANDIA
Latitude,-21.816666666666666
Longitude,-49.63333333333333
Codigo,2149021
Qtd. Anos,80
Ano,Maxima
1937,47.7
1938,79.9
1939,86.7
1940,72
1941,68.7
1942,90
1943,70
1944,75.4
1945,85.6
1946,85.8
1947,72.2
1948,67.9
1949,63.5
1950,60
1951,97.1
1952,59
1953,114
1954,86.7
1955,72.1
1956,66.5
1957,57.2
1958,80
1959,65
1960,107
1961,45
1963,21.5
1964,52
1965,60
1966,86.5
1967,140
1968,70
1969,100
1970,60
1971,89.2
1972,92.5
1973,44.5
1974,81.5
1975,108.9
1976,74.5
1977,137.2
1978,59.2
1979,64.9
1980,53.3
1981,59.4
1982,55.3
1983,81.4
1984,45.7
1985,46.2
1986,114.9
1987,83
1988,96.8
1989,112.6
1990,100
1991,91.3
1992,101
1993,83.3
1994,119.8
1995,115.3
1996,54.2
1997,93.8
1998,105.8
1999,68
2000,81
2001,79
2002,70.3
2003,61
2004,100.1
2005,102.6
2006,71.1
2007,81.5
2009,115
2010,62
2011,54.5
2012,75.5
2013,89.5
2014,82.5
2015,62.6
2016,56.5
2017,102
2018,61
