UF,SP
Cidade,PRAIA GRANDE
Nome Posto,MELVI
Latitude,-24.033333333333335
Longitude,-46.55
Codigo,2446019
Qtd. Anos,37
Ano,Maxima
1982,132
1983,162.3
1984,93.1
1985,110.4
1986,177.8
1987,155
1988,222
1989,130
1990,260.4
1991,105.9
1992,163.9
1993,92.7
1994,206.1
1995,206
1996,192.5
1997,93.3
1998,157.2
1999,106.2
2000,131
2001,198
2002,173
2003,125
2004,144.4
2005,95.6
2006,196
2007,176.8
2008,256.5
2009,76.3
2010,287.7
2011,88.6
2012,167.8
2013,226
2014,104.5
2015,115.3
2016,115
2017,149
2018,116
