UF,SP
Cidade,GUARANI D'OESTE
Nome Posto,GUARANI D'OESTE
Latitude,-20.066666666666666
Longitude,-50.35
Codigo,2050002
Qtd. Anos,56
Ano,Maxima
1959,65.4
1960,67.9
1961,45
1962,62.8
1963,83.2
1964,56.5
1965,59
1966,140.7
1967,62.4
1968,97.5
1969,89.3
1970,54
1971,110.2
1972,86
1973,78.2
1974,93.5
1975,69.3
1976,88
1977,109.2
1978,112.3
1979,91.4
1980,125.8
1981,100.5
1982,81.9
1983,183.3
1984,78.2
1985,83.8
1986,153.4
1987,88.9
1988,113.8
1989,102.9
1990,88.6
1991,81.5
1992,89.1
1993,109.7
1994,63.8
1995,110.6
1996,65.6
1997,67.3
1998,63
1999,95
2000,102
2001,102.3
2002,56.8
2003,95.7
2004,92.4
2005,165.6
2006,128.8
2007,89.2
2008,149.6
2009,128
2010,69
2011,74.5
2012,102.7
2013,100
2014,110
