UF,SP
Cidade,LENCOIS PAULISTA
Nome Posto,TURVINHO
Latitude,-22.739722222222223
Longitude,-49.030833333333334
Codigo,2249103
Qtd. Anos,39
Ano,Maxima
1981,61.6
1982,96.2
1983,73
1984,65.3
1985,47
1986,96.5
1987,111.5
1988,70
1989,116.8
1990,68.5
1991,87.1
1992,63.4
1993,80.8
1994,70.3
1995,70.4
1996,53.2
1997,73
1998,74.2
1999,45.8
2000,71.3
2001,97.7
2002,101.1
2003,80
2004,55.1
2005,81.7
2006,47.2
2007,66
2008,78.5
2009,116.9
2010,65.2
2011,109.3
2012,102.1
2013,95.5
2014,96.5
2015,67.3
2016,108.2
2017,78.1
2018,62.2
2019,64.3
