UF,SP
Cidade,ORINDIUVA
Nome Posto,ORINDIUVA
Latitude,-20.183333333333334
Longitude,-49.36666666666667
Codigo,2049003
Qtd. Anos,57
Ano,Maxima
1958,38.8
1959,109.3
1960,71.9
1961,74.3
1962,69.8
1963,45.3
1964,86.9
1965,38.6
1966,64.7
1967,49.4
1968,56.7
1969,29.6
1970,43.1
1971,110.4
1972,80.4
1973,97.2
1974,73.4
1975,51.3
1976,67.7
1977,81.4
1978,155.8
1979,67.9
1980,74.5
1981,71.3
1982,98.1
1983,80.7
1984,57.4
1985,110.2
1986,51.1
1987,76
1988,74.7
1989,68.6
1990,74
1991,159.2
1992,64.5
1993,122.5
1994,54.6
1995,64.5
1996,60.9
1997,111.9
1998,75.5
1999,64.2
2000,121.5
2001,68.4
2002,72.7
2003,96
2004,67.8
2005,69.7
2006,75.2
2007,95.9
2008,78.9
2009,105.3
2010,65.5
2011,112.6
2012,90.8
2013,78
2014,59
