UF,SP
Cidade,GUARANTA
Nome Posto,GUARANTA
Latitude,-21.883333333333333
Longitude,-49.53333333333333
Codigo,2149064
Qtd. Anos,65
Ano,Maxima
1954,80
1955,70.5
1956,83.9
1957,102
1958,65.2
1959,61.5
1960,80.7
1961,55.2
1962,83.5
1963,49.5
1964,75
1965,90.3
1966,91.5
1967,60.6
1968,60
1969,90.5
1970,71
1971,90.8
1972,80
1973,60
1974,72.8
1975,111
1976,99
1977,131.8
1978,61
1979,90.5
1980,76.4
1981,103.6
1982,98.6
1983,135.4
1984,75.3
1985,70.8
1986,55.9
1987,74.5
1988,52.1
1989,89.8
1990,89.5
1991,72
1992,68.2
1993,75
1994,114.5
1995,55.9
1996,62.1
1997,78
1998,121.3
1999,80
2000,57.7
2001,76.4
2002,49
2003,80.5
2004,84
2005,89.3
2006,46.8
2007,45.3
2008,72.5
2009,70
2010,73
2011,119.6
2012,75.6
2013,75.1
2014,73.7
2015,70.7
2016,140.2
2017,65.9
2018,51
