UF,SP
Cidade,CUNHA
Nome Posto,BAIRRO PARAIBUNA
Latitude,-23.183333333333334
Longitude,-44.983333333333334
Codigo,2344012
Qtd. Anos,47
Ano,Maxima
1969,98.5
1970,70.5
1971,95.9
1972,55.6
1973,142.2
1974,68.8
1975,52.7
1976,64.2
1977,65.3
1978,160
1979,97.9
1980,67.4
1981,99.4
1982,54.3
1983,50.7
1984,65.8
1985,151.9
1986,55.7
1987,78.5
1988,98.7
1989,59.1
1990,44.3
1991,77.6
1992,83.5
1993,68.5
1994,98.7
1995,92.1
1996,64.8
1997,54.7
1998,54.8
1999,69.5
2000,98.3
2001,73.8
2002,98.3
2005,81.2
2006,93.8
2007,60.3
2008,49.3
2009,78.6
2010,169.3
2011,84.6
2013,70.5
2014,67.3
2015,60.6
2016,69.1
2017,78.6
2018,74.6
