UF,SP
Cidade,JACUPIRANGA
Nome Posto,JACUPIRANGA
Latitude,-24.716666666666665
Longitude,-48.016666666666666
Codigo,2447034
Qtd. Anos,75
Ano,Maxima
1939,40.2
1940,74.1
1941,72.8
1942,106.3
1943,30
1944,64.8
1945,18
1946,30.8
1947,30.5
1948,60
1949,60
1950,42.8
1951,48.6
1952,48.3
1953,68.3
1954,63.3
1955,169.5
1956,61.6
1957,88
1958,103.4
1959,140.3
1960,130
1961,137
1962,90
1963,97.8
1964,56.4
1965,100.2
1966,115.1
1967,60.8
1968,77.2
1969,100.1
1970,77.4
1971,46.7
1972,61.5
1973,114.6
1974,69.2
1975,113.7
1976,86.2
1977,64.5
1978,81.5
1979,72.3
1980,71.4
1981,81.3
1982,76.2
1983,110.4
1984,82.8
1985,73.8
1986,59.7
1987,66.3
1988,204.4
1989,81.8
1990,54.5
1991,82.9
1992,92
1993,58.7
1994,63.4
1995,84
1996,87.5
1997,157
1998,56.1
1999,67.2
2000,39.1
2001,141.1
2002,92.3
2003,331.1
2005,204.3
2006,80.7
2007,68.3
2008,108.6
2009,73.4
2010,70
2011,100
2012,93
2013,42
2014,70
