UF,SP
Cidade,ALFREDO MARCONDES
Nome Posto,ALFREDO MARCONDES
Latitude,-21.95
Longitude,-51.416666666666664
Codigo,2151021
Qtd. Anos,56
Ano,Maxima
1955,69.6
1960,50
1961,70
1962,82.4
1963,76.5
1964,234.6
1965,70.8
1966,113.8
1967,111.5
1968,138.5
1969,75.5
1970,100.1
1971,103.3
1972,114.9
1973,92.4
1974,89.6
1975,61.5
1976,83.1
1977,99.5
1978,68.3
1979,96.6
1980,142.2
1981,78.5
1982,38.8
1983,79.5
1984,77.1
1985,50.5
1986,41.3
1987,51.2
1988,91.9
1989,101.9
1990,58.9
1991,80.4
1992,68.4
1993,71.9
1994,50.3
1995,57.2
1996,54.4
1997,82.5
1998,73.8
1999,82.1
2000,179.5
2001,131.2
2002,113.1
2003,88.3
2004,58
2005,82.3
2006,64.5
2007,124.6
2008,80.2
2009,120.2
2010,93.5
2011,78.1
2012,210.7
2013,90.2
2014,78.3
