UF,SP
Cidade,REGISTRO
Nome Posto,REGISTRO
Latitude,-24.5
Longitude,-47.85
Codigo,2447026
Qtd. Anos,77
Ano,Maxima
1937,41.5
1938,99.7
1939,42.7
1941,115.8
1942,190.5
1943,75.4
1944,50.6
1945,60.1
1946,74.2
1947,52.7
1948,48.3
1949,32.3
1950,25.5
1951,53.4
1952,45.6
1953,45.8
1954,60.4
1955,94.4
1956,90.4
1957,110.1
1958,62.1
1959,86.6
1960,130.5
1961,166.4
1962,90.3
1963,300.3
1964,50.2
1965,71.8
1966,150.3
1967,67.3
1968,44.1
1969,61.9
1970,57.4
1971,59
1972,57
1973,75.9
1974,62.6
1975,66.5
1976,83.1
1977,81.2
1978,58.3
1979,97.4
1980,83.8
1981,121.1
1982,53
1983,129.5
1984,103.5
1985,88.2
1986,92.6
1987,67.5
1988,182.7
1989,155.3
1990,71.2
1991,73
1992,56.5
1993,99
1994,91.2
1995,80.1
1996,117.3
1997,102
1998,121.7
1999,99
2000,64.8
2001,137.9
2002,115.3
2003,127.4
2004,158.7
2005,96.9
2006,116.6
2007,62
2008,70.8
2009,74.7
2010,108.8
2011,91.4
2012,90.2
2013,76.1
2014,98.3
