UF,SP
Cidade,IBATE
Nome Posto,IBATE
Latitude,-21.95
Longitude,-48
Codigo,2148086
Qtd. Anos,61
Ano,Maxima
1939,90.4
1940,69.2
1941,80.2
1942,140
1943,70
1944,80
1945,67
1946,77
1947,126
1948,68
1949,75
1950,86
1951,80
1952,169
1953,110
1954,56
1955,76
1956,110
1957,68
1958,125
1959,115
1960,83
1961,134
1962,92
1963,92
1964,69
1965,120
1966,130
1967,91
1968,80.8
1969,51.7
1970,140.2
1971,107.2
1972,83.1
1973,67.4
1974,73.5
1975,58.6
1976,97.3
1977,56.2
1978,80
1979,80.8
1980,72.3
1981,143.1
1982,64.6
1983,85.3
1984,74.7
1985,74.1
1986,82.5
1987,115.5
1988,77.4
1989,109.3
1990,65.2
1991,48.2
1992,59.2
1993,39.2
1994,70
1995,77.8
1996,92
1997,48.6
1998,98
1999,82.7
