UF,SP
Cidade,SAO JOSE DA BELA VISTA
Nome Posto,SAO JOSE DA BELA VISTA
Latitude,-20.6
Longitude,-47.63333333333333
Codigo,2047058
Qtd. Anos,77
Ano,Maxima
1939,53.7
1940,62.2
1941,72.3
1942,75.2
1943,82.7
1944,58
1945,78.2
1946,71.5
1947,73.1
1948,67.6
1949,74.3
1953,63.2
1954,60
1955,93
1956,100
1957,92
1958,99.8
1959,90.3
1960,71.8
1961,87.3
1962,72.3
1963,48.1
1964,52.3
1965,60.4
1966,75.6
1967,89.3
1968,43.9
1969,38.9
1970,70.5
1971,99.3
1972,69.6
1973,55.7
1974,60.2
1975,72.9
1976,74.2
1977,121.3
1978,78
1979,62.2
1980,83.9
1981,104.1
1982,74.4
1983,75.8
1984,82.5
1985,117.3
1986,97.5
1987,92.7
1988,63.9
1989,133.4
1990,80.3
1991,172.2
1992,102.1
1993,121.5
1994,99.8
1995,124.7
1996,80.5
1997,79.1
1998,90.3
1999,69.8
2000,70.3
2001,100.4
2002,100.5
2003,70.9
2004,98.2
2005,90.5
2006,88.9
2007,218.4
2008,76
2009,96.1
2010,113.1
2011,75.1
2012,71.5
2013,77
2014,50.7
2015,96.7
2016,71.6
2017,66.7
2018,53.8
