UF,SP
Cidade,GALIA
Nome Posto,GALIA
Latitude,-22.316666666666666
Longitude,-49.53333333333333
Codigo,2249011
Qtd. Anos,77
Ano,Maxima
1938,52
1939,63.9
1940,70.4
1941,58
1942,115
1943,62.5
1944,66.6
1945,95
1946,63
1947,134
1948,110
1949,76
1950,85
1951,78
1952,80
1953,93
1954,94
1955,84
1956,133.2
1957,72
1958,74
1959,68.7
1960,86.8
1961,75.2
1962,92
1963,97.5
1964,117
1965,80.8
1966,87
1967,69
1968,79
1969,140.5
1970,75
1971,115.5
1972,137.3
1973,67.5
1974,109
1975,63.1
1976,65
1977,116
1978,115
1979,80.1
1980,75.5
1981,61.6
1982,60.6
1983,140.5
1984,59.3
1985,69.9
1986,85.2
1987,110
1988,100
1989,246.5
1990,106.9
1991,145.5
1992,92.4
1993,72.8
1994,76.5
1995,95.7
1996,60.7
1997,68.4
1998,66.7
1999,59.1
2000,113.9
2001,74.3
2002,58.6
2003,51.2
2004,80.2
2005,66
2006,103.9
2007,68
2008,91.1
2009,81.2
2010,97.6
2011,75.8
2012,74.9
2013,88.7
2014,63.8
