UF,SP
Cidade,GUAPIACU
Nome Posto,GUAPIACU
Latitude,-20.8
Longitude,-49.21666666666667
Codigo,2049067
Qtd. Anos,39
Ano,Maxima
1976,63
1977,81.5
1978,100.5
1979,67.3
1980,64.2
1981,82.3
1982,77.7
1983,300.5
1984,125.6
1985,75.5
1986,105.9
1987,58.5
1988,67.5
1989,79
1990,78.7
1991,90.3
1992,63.4
1993,109.7
1994,87.1
1995,84.6
1996,80.2
1997,84.4
1998,152.2
1999,94.3
2000,105.9
2001,133.8
2002,113.7
2003,95.2
2004,97.9
2005,120.7
2006,92.3
2007,80.7
2008,140.3
2009,70.1
2010,74.5
2011,117.3
2012,86
2013,83.5
2014,66.5
