UF,SP
Cidade,BRAGANCA PAULISTA
Nome Posto,RIO ABAIXO  (FAZ. CACHOEIRA)
Latitude,-22.88111111111111
Longitude,-46.63166666666667
Codigo,2246033
Qtd. Anos,77
Ano,Maxima
1944,63.2
1945,94.2
1946,51.6
1947,77.2
1948,71.3
1949,52.2
1950,127.2
1951,81.6
1952,55.6
1953,50
1954,58
1955,102
1956,93.2
1957,70.8
1958,78
1959,61.8
1960,100
1961,56.5
1962,73.6
1963,92.8
1964,87.8
1965,112
1966,84.8
1967,55.6
1968,73.4
1969,73.4
1970,91.8
1971,83.5
1972,84.8
1973,62.4
1974,44.6
1975,82.4
1976,76.8
1977,87
1978,60.8
1979,70.8
1980,68.8
1981,55.8
1982,60.4
1983,75.2
1984,72.5
1985,95.2
1986,86.4
1987,72.3
1988,121.7
1989,56.8
1990,777.7
1991,20.8
1992,76.7
1993,40.3
1994,62.8
1995,61.9
1996,62
1997,50.7
1998,86.9
1999,98.3
2000,79.2
2001,94.2
2002,62.1
2003,81
2004,87.1
2005,131.2
2006,81.9
2007,68.7
2008,80.3
2009,82.2
2010,97.6
2011,104.1
2012,65.2
2013,71.3
2014,58
2015,64.3
2016,61.6
2017,49.8
2018,77.8
2019,74.3
2020,58.2
