UF,SP
Cidade,SAO SIMAO
Nome Posto,BENTO QUIRINO
Latitude,-21.433333333333334
Longitude,-47.583333333333336
Codigo,2147019
Qtd. Anos,65
Ano,Maxima
1950,90.6
1951,90
1952,86.6
1953,46
1954,76.3
1955,73
1956,82.3
1957,88
1958,69
1959,88.5
1960,81
1961,100
1962,72
1963,74
1964,93
1965,68
1966,93.5
1967,68.5
1968,56.5
1969,70
1970,88
1971,77.5
1972,81.4
1973,65.4
1974,91.4
1975,82.5
1976,97.8
1977,65
1978,88.4
1979,60.4
1980,67.2
1981,123.1
1982,118
1983,123.2
1984,58.2
1985,71.3
1986,90.3
1987,65.2
1988,70.7
1989,75.6
1990,85.8
1991,70.5
1992,76.5
1993,51
1994,50.5
1995,93.4
1996,63.3
1997,67.6
1998,108
1999,67
2000,60
2001,85
2002,82.5
2003,64.5
2004,75
2005,29
2006,89
2007,87.5
2008,74
2009,90
2010,45
2011,68
2012,42.5
2013,55.5
2014,45.5
