UF,SP
Cidade,BARRA BONITA
Nome Posto,USINA BARRA BONITA (CESP)
Latitude,-22.516666666666666
Longitude,-48.53333333333333
Codigo,2248020
Qtd. Anos,38
Ano,Maxima
1959,55
1960,114.7
1961,82.5
1962,92.4
1963,74.3
1964,30
1965,38.7
1966,87.2
1967,46
1969,122.9
1970,118
1971,81.3
1972,94
1973,77.2
1974,129.3
1975,109
1976,74.6
1977,91.3
1978,133.8
1979,48.2
1980,79.5
1981,59.4
1982,53.6
1983,69.3
1984,125.5
1985,75.8
1986,82.3
1987,60.1
1988,83.3
1989,116.8
1990,86.8
1991,102
1992,63
1993,59.4
1994,95.1
1995,61.5
1996,45.3
1997,78.2
